player;team;appearances;average_rating;fantasy_average;goals;goals_conceded;penalties;penalties_saved;assists;yellow_cards;red_cards;season
Nandez;CAG;32;5.81;5.97;2;0;1 / 1;0;2;7;0;2023-24
Djidji;TOR;12;6.04;5.96;0;0;0 / 0;0;0;2;0;2023-24
Haps;GEN;14;5.89;5.96;0;0;0 / 0;0;1;0;0;2023-24
Hien;ATA;23;6.09;5.96;0;0;0 / 0;0;0;4;1;2023-24
Strefezza;LEC;19;5.89;5.95;1;0;1 / 1;0;0;4;0;2023-24
Llorente D.;ROM;29;5.9;5.95;1;0;0 / 0;0;1;5;0;2023-24
Volpato;SAS;19;5.82;5.95;1;0;0 / 0;0;0;1;0;2023-24
Payero;UDI;28;5.8;5.95;2;0;0 / 0;0;2;6;1;2023-24
Jankto;CAG;16;5.62;5.94;1;0;0 / 0;0;2;0;0;2023-24
Ranieri L.;FIO;25;5.92;5.94;2;0;0 / 0;0;1;14;0;2023-24
Toljan;SAS;24;5.79;5.94;0;0;0 / 0;0;4;1;0;2023-24
Matheus Henrique;SAS;31;5.81;5.94;2;0;0 / 0;0;2;6;1;2023-24
Sambia;SAL;17;5.76;5.94;1;0;0 / 0;0;2;4;0;2023-24
Spence;GEN;16;5.97;5.94;0;0;0 / 0;0;0;1;0;2023-24
Posch;BOL;31;5.89;5.94;1;0;0 / 0;0;2;7;0;2023-24
Barrenechea;FRO;35;6.06;5.94;0;0;0 / 0;0;1;10;0;2023-24
Vignato;SAL;7;5.86;5.93;0;0;0 / 0;0;1;1;0;2023-24
Olivera;NAP;23;5.87;5.93;1;0;0 / 0;0;0;3;0;2023-24
Gagliardini;MON;33;5.88;5.92;1;0;0 / 0;0;1;5;0;2023-24
Van Hooijdonk;BOL;6;5.92;5.92;0;0;0 / 0;0;0;0;0;2023-24
Aebischer;BOL;32;6.02;5.92;0;0;0 / 0;0;1;8;0;2023-24
Bijol;UDI;24;0.6;5.92;0;0;0 / 0;0;0;4;0;2023-24
Gallo;LEC;35;5.86;5.91;0;0;0 / 0;0;3;2;0;2023-24
Marin;EMP;29;5.9;5.91;0;0;0 / 0;0;2;3;0;2023-24
Magnani;VER;30;0.6;0.59;0;0;0 / 0;0;0;6;0;2023-24
Bakker;ATA;10;5.65;0.59;1;0;0 / 0;0;0;1;0;2023-24
Pobega;MIL;10;0.59;0.59;0;0;0 / 0;0;0;0;0;2023-24
Okereke;TOR;5;0.59;0.59;0;0;0 / 0;0;0;0;0;2023-24
Sulemana I.;CAG;21;5.71;5.9;2;0;0 / 0;0;0;4;0;2023-24
Zemura;UDI;21;5.79;5.9;1;0;0 / 0;0;0;1;0;2023-24
Martegani;SAL;15;5.73;0.59;1;0;0 / 0;0;0;1;0;2023-24
Centonze;VER;10;0.59;0.59;0;0;0 / 0;0;1;2;0;2023-24
Duda;VER;32;5.95;5.89;1;0;0 / 1;0;5;10;2;2023-24
Cataldi;LAZ;26;5.9;5.88;1;0;0 / 0;0;0;8;0;2023-24
Walace;UDI;37;5.81;5.88;2;0;0 / 0;0;0;7;0;2023-24
Caso;FRO;13;5.88;5.88;0;0;0 / 0;0;1;2;0;2023-24
Kvernadze;FRO;4;5.88;5.88;0;0;0 / 0;0;0;0;0;2023-24
Zappa;CAG;38;5.76;5.87;1;0;0 / 0;0;2;2;0;2023-24
Ricci S.;TOR;30;0.59;5.87;1;0;0 / 0;0;0;6;1;2023-24
Oyono;FRO;15;5.93;5.87;0;0;0 / 0;0;1;4;0;2023-24
Karamoh;TOR;7;5.86;5.86;0;0;0 / 0;0;0;0;0;2023-24
Klaassen;INT;7;5.93;5.86;0;0;0 / 0;0;0;1;0;2023-24
Kabasele;UDI;11;5.82;5.86;1;0;0 / 0;0;0;5;0;2023-24
Augello;CAG;32;5.81;5.86;1;0;0 / 0;0;1;5;0;2023-24
Vinagre;VER;7;5.86;5.86;0;0;0 / 0;0;0;0;0;2023-24
Ciurria;MON;22;5.86;5.86;0;0;0 / 0;0;1;2;0;2023-24
Giannetti L.;UDI;7;0.6;5.86;1;0;0 / 0;0;0;4;0;2023-24
Alcaraz;JUV;7;5.71;5.86;0;0;0 / 0;0;1;0;0;2023-24
Weissman;SAL;11;5.59;5.86;1;0;0 / 0;0;0;0;0;2023-24
Mario Rui;NAP;20;5.92;5.85;0;0;0 / 0;0;2;5;1;2023-24
Saponara;VER;10;5.85;5.85;0;0;0 / 0;0;0;0;0;2023-24
Pellegri;TOR;17;5.71;5.85;1;0;0 / 0;0;1;3;0;2023-24
Bastoni S.;EMP;13;5.73;5.85;1;0;0 / 0;0;0;3;0;2023-24
Prati;CAG;26;5.77;5.85;1;0;0 / 0;0;1;4;0;2023-24
Petagna;CAG;16;5.66;5.84;1;0;0 / 0;0;1;2;0;2023-24
Urbanski;BOL;19;5.92;5.84;0;0;0 / 0;0;0;3;0;2023-24
Dawidowicz;VER;27;5.93;5.83;0;0;0 / 0;0;0;5;0;2023-24
Cittadini;GEN;3;0.6;5.83;0;0;0 / 0;0;0;1;0;2023-24
Dodo';FIO;6;5.83;5.83;0;0;0 / 0;0;0;0;0;2023-24
Pagano;ROM;3;5.83;5.83;0;0;0 / 0;0;0;0;0;2023-24
Karlsson;BOL;6;5.83;5.83;0;0;0 / 0;0;0;0;0;2023-24
Ankeye;GEN;3;5.83;5.83;0;0;0 / 0;0;0;0;0;2023-24
Martin;GEN;20;5.82;5.82;0;0;0 / 0;0;2;2;1;2023-24
Cabal;VER;19;5.97;5.82;0;0;0 / 0;0;0;6;0;2023-24
Manolas;SAL;8;5.81;5.81;0;0;0 / 0;0;0;0;0;2023-24
Rovella;LAZ;21;5.86;5.81;0;0;0 / 0;0;2;6;0;2023-24
Bove;ROM;29;5.81;5.81;0;0;0 / 0;0;1;2;0;2023-24
Parisi;FIO;21;5.86;5.81;0;0;0 / 0;0;1;4;0;2023-24
Fazzini;EMP;27;5.78;5.81;1;0;0 / 0;0;1;6;0;2023-24
Kristensen;ROM;26;5.79;5.81;1;0;0 / 0;0;2;5;0;2023-24
Ismajli;EMP;25;5.84;0.58;0;0;0 / 0;0;0;2;0;2023-24
Zalewski;ROM;22;5.82;5.8;0;0;0 / 0;0;1;1;1;2023-24
Miretti;JUV;20;5.68;0.58;1;0;0 / 0;0;1;3;0;2023-24
Blin;LEC;28;5.84;5.8;0;0;0 / 0;0;1;4;0;2023-24
Gonzalez J.;LEC;28;5.8;5.8;1;0;0 / 0;0;0;6;0;2023-24
Mitrovic S.;VER;10;0.58;0.58;0;0;0 / 0;0;0;0;0;2023-24
Strootman;GEN;24;5.79;5.79;0;0;0 / 0;0;2;4;0;2023-24
Smalling;ROM;7;5.79;5.79;0;0;0 / 0;0;0;0;0;2023-24
Pongracic;LEC;36;5.93;5.79;0;0;0 / 0;0;0;8;1;2023-24
De Winter;GEN;29;5.9;5.79;0;0;0 / 0;0;1;6;1;2023-24
Ceide;SAS;7;5.79;5.79;0;0;0 / 0;0;0;0;0;2023-24
Gila;LAZ;21;5.88;5.79;0;0;0 / 0;0;0;2;1;2023-24
Lipani;SAS;7;5.79;5.79;0;0;0 / 0;0;0;0;0;2023-24
Kristensen T.;UDI;26;5.83;5.79;0;0;0 / 0;0;1;2;1;2023-24
Bereszynski;EMP;23;5.8;5.78;0;0;0 / 0;0;1;3;0;2023-24
Kalulu;MIL;9;5.78;5.78;0;0;0 / 0;0;0;0;0;2023-24
Perez N.;UDI;36;5.9;5.78;0;0;0 / 0;0;0;7;1;2023-24
Baschirotto;LEC;37;5.82;5.78;0;0;0 / 0;0;1;3;1;2023-24
Dani Silva;VER;9;5.89;5.78;0;0;0 / 0;0;0;2;0;2023-24
Milenkovic;FIO;30;5.83;5.77;0;0;0 / 0;0;0;4;0;2023-24
Tameze;TOR;28;5.82;5.77;0;0;0 / 0;0;2;6;1;2023-24
Valeri;FRO;15;0.58;5.77;0;0;0 / 0;0;1;3;0;2023-24
Mulattieri;SAS;13;5.77;5.77;0;0;0 / 0;0;0;1;0;2023-24
Boloca;SAS;30;0.58;5.77;1;0;0 / 0;0;0;6;1;2023-24
Fazio;SAL;17;5.62;5.76;1;0;0 / 0;0;1;3;0;2023-24
Hateboer;ATA;19;5.82;5.76;0;0;0 / 0;0;1;5;0;2023-24
Lopez M.;FIO;17;5.85;5.76;0;0;0 / 0;0;0;1;1;2023-24
Terracciano F.;MIL;19;5.76;5.76;0;0;0 / 0;0;1;2;0;2023-24
Bondo;MON;25;5.82;5.76;1;0;0 / 0;0;0;9;0;2023-24
Gelli;FRO;21;5.83;5.76;0;0;0 / 0;0;0;3;0;2023-24
Ramadani;LEC;34;5.87;5.76;1;0;0 / 0;0;0;13;0;2023-24
Romagnoli;LAZ;28;5.91;5.75;0;0;0 / 0;0;0;9;0;2023-24
Kean;JUV;14;5.82;5.75;0;0;0 / 0;0;0;2;0;2023-24
Dominguez;BOL;2;5.75;5.75;0;0;0 / 0;0;0;0;0;2023-24
Musah;MIL;26;5.81;5.75;0;0;0 / 0;0;1;5;0;2023-24
Zerbin;MON;16;5.75;5.75;0;0;0 / 0;0;1;0;1;2023-24
Bronn;SAL;2;5.75;5.75;0;0;0 / 0;0;0;0;0;2023-24
Ehizibue;UDI;20;0.58;5.75;0;0;0 / 0;0;1;4;0;2023-24
Gineitis;TOR;10;5.85;5.75;0;0;0 / 0;0;0;2;0;2023-24
Brenner;UDI;6;5.75;5.75;0;0;0 / 0;0;0;0;0;2023-24
Ikwuemesi;SAL;22;5.61;5.75;1;0;0 / 0;0;1;2;0;2023-24
Stewart;SAL;4;5.75;5.75;0;0;0 / 0;0;0;0;0;2023-24
Pierozzi;SAL;12;5.75;5.75;1;0;0 / 0;0;0;6;0;2023-24
Tavsan;VER;2;5.75;5.75;0;0;0 / 0;0;0;0;0;2023-24
Zambo Anguissa;NAP;34;5.71;5.74;0;0;0 / 0;0;2;2;0;2023-24
Weah;JUV;25;0.58;5.74;0;0;0 / 0;0;1;5;0;2023-24
Success;UDI;21;5.81;5.74;1;0;0 / 1;0;1;4;0;2023-24
Rafia;LEC;25;5.78;5.74;1;0;0 / 0;0;0;4;0;2023-24
Tchatchoua;VER;25;5.74;5.74;0;0;0 / 0;0;1;2;0;2023-24
Cerri;EMP;11;5.55;5.73;1;0;0 / 0;0;0;2;0;2023-24
Castillejo;SAS;13;5.81;5.73;0;0;0 / 0;0;0;2;0;2023-24
Celik;ROM;13;5.77;5.73;0;0;0 / 0;0;0;1;0;2023-24
Erlic;SAS;32;5.72;5.73;1;0;0 / 0;0;0;5;0;2023-24
Azzi;CAG;22;5.75;5.73;0;0;0 / 0;0;0;1;0;2023-24
Machin;MON;9;5.83;5.72;0;0;0 / 0;0;0;2;0;2023-24
Pedersen;SAS;23;5.72;5.72;0;0;0 / 0;0;2;4;0;2023-24
Lazzari;LAZ;24;5.75;5.71;0;0;0 / 0;0;2;4;1;2023-24
Pellegrini Lu.;LAZ;17;5.74;5.71;1;0;0 / 0;0;0;5;1;2023-24
Caldirola;MON;29;5.72;5.71;1;0;0 / 0;0;0;5;1;2023-24
Caprari;MON;5;0.57;0.57;0;0;0 / 0;0;0;0;0;2023-24
Shpendi S.;EMP;10;0.57;0.57;0;0;0 / 0;0;0;0;0;2023-24
Grassi;EMP;27;5.83;5.69;0;0;0 / 0;0;1;4;1;2023-24
Bradaric;SAL;34;5.68;5.69;0;0;0 / 0;0;3;5;0;2023-24
Birindelli;MON;34;5.79;5.69;0;0;0 / 0;0;0;7;0;2023-24
Simeone;NAP;17;5.59;5.68;1;0;0 / 0;0;0;3;0;2023-24
Marusic;LAZ;37;5.66;5.68;1;0;0 / 0;0;0;3;1;2023-24
Okoli;FRO;34;5.78;5.68;0;0;0 / 0;0;1;9;0;2023-24
Di Pardo;CAG;11;5.68;5.68;0;0;0 / 0;0;0;0;0;2023-24
Hongla;VER;14;5.68;5.68;0;0;0 / 0;0;0;0;0;2023-24
Viti;SAS;14;5.61;5.68;1;0;0 / 0;0;0;0;0;2023-24
Cacace;EMP;28;5.75;5.68;0;0;0 / 0;0;1;6;0;2023-24
Ferreira J.;UDI;31;5.79;5.68;0;0;0 / 0;0;1;9;0;2023-24
Masina;TOR;15;5.73;5.67;0;0;0 / 0;0;0;2;0;2023-24
Hysaj;LAZ;21;5.71;5.67;0;0;0 / 0;0;0;2;0;2023-24
Krunic;MIL;9;5.83;5.67;0;0;0 / 0;0;0;3;0;2023-24
Perin;JUV;3;0.6;5.67;0;1;0 / 0;0;0;0;0;2023-24
D'Ambrosio;MON;23;5.78;5.67;0;0;0 / 0;0;0;3;1;2023-24
Bonifazi;FRO;6;5.67;5.67;0;0;0 / 0;0;0;0;0;2023-24
Boateng J.;SAL;6;5.67;5.67;0;0;0 / 0;0;0;0;0;2023-24
Romero L.;MIL;3;5.83;5.67;0;0;0 / 0;0;0;1;0;2023-24
Seck;FRO;15;0.57;5.67;0;0;0 / 0;0;0;1;0;2023-24
Di Gregorio;MON;33;6.55;5.67;0;35;0 / 0;2;0;0;0;2023-24
Makoumbou;CAG;32;5.69;5.67;1;0;0 / 0;0;0;3;2;2023-24
Cruz;VER;3;5.67;5.67;0;0;0 / 0;0;0;0;0;2023-24
Pereira P.;MON;19;5.68;5.66;0;0;0 / 0;0;1;3;0;2023-24
Sabelli;GEN;32;5.7;5.66;0;0;0 / 0;0;1;5;0;2023-24
Doig;SAS;28;5.71;5.66;0;0;0 / 0;0;2;7;0;2023-24
Destro;EMP;13;5.73;5.65;0;0;0 / 0;0;0;2;0;2023-24
Sommer;INT;34;6.13;5.65;0;19;0 / 0;1;0;1;0;2023-24
Walukiewicz;EMP;27;5.76;5.65;0;0;0 / 0;0;0;6;0;2023-24
Serdar;VER;23;5.76;5.65;0;0;0 / 0;0;1;7;0;2023-24
Izzo;MON;21;5.83;5.64;0;0;0 / 0;0;0;9;0;2023-24
Bohinen;GEN;14;5.68;5.64;0;0;0 / 0;0;0;1;0;2023-24
Ebuehi;EMP;15;5.57;5.63;0;0;0 / 0;0;1;0;0;2023-24
Traore' Hj.;NAP;8;5.69;5.62;0;0;0 / 0;0;0;1;0;2023-24
Soppy;TOR;4;5.62;5.62;0;0;0 / 0;0;0;0;0;2023-24
Hefti;GEN;4;5.62;5.62;0;0;0 / 0;0;0;0;0;2023-24
Ghedjemis;FRO;4;5.75;5.62;0;0;0 / 0;0;0;1;0;2023-24
Gyasi;EMP;29;5.57;5.6;1;0;0 / 0;0;2;9;0;2023-24
Casale;LAZ;20;5.72;0.56;0;0;0 / 0;0;0;5;0;2023-24
Gomis I.;SAL;5;0.56;0.56;0;0;0 / 0;0;0;0;0;2023-24
Toloi;ATA;16;5.78;5.59;0;0;0 / 0;0;0;4;1;2023-24
Cajuste;NAP;22;5.7;5.59;0;0;0 / 0;0;1;7;0;2023-24
Zanoli;SAL;18;5.67;5.58;0;0;0 / 0;0;2;4;0;2023-24
Linetty;TOR;28;5.79;5.57;0;0;0 / 0;0;0;12;0;2023-24
Obiang;SAS;7;5.64;5.57;0;0;0 / 0;0;0;1;0;2023-24
Mboula;VER;7;5.43;5.57;0;0;0 / 0;0;1;0;0;2023-24
Juan Jesus;NAP;24;5.58;5.56;1;0;0 / 0;0;0;7;0;2023-24
Faraoni;FIO;17;5.65;5.56;0;0;0 / 0;0;1;5;0;2023-24
Ferrari G.;SAS;27;5.52;5.56;1;0;0 / 0;0;0;4;0;2023-24
Pirola;SAL;25;5.52;5.56;1;0;0 / 0;0;0;4;0;2023-24
Ranocchia F.;EMP;9;5.72;5.56;0;0;0 / 0;0;0;3;0;2023-24
Sazonov;TOR;8;5.62;5.56;0;0;0 / 0;0;0;2;0;2023-24
Garritano;FRO;10;0.56;5.55;0;0;0 / 0;0;0;1;0;2023-24
Goldaniga;CAG;13;5.65;5.54;0;0;0 / 0;0;0;3;0;2023-24
Maleh;EMP;34;5.68;5.54;0;0;0 / 0;0;1;11;0;2023-24
Natan;NAP;13;5.65;5.54;0;0;0 / 0;0;0;1;1;2023-24
Deiola;CAG;22;5.64;5.52;1;0;0 / 0;0;0;7;0;2023-24
Lovato;TOR;22;5.59;5.52;0;0;0 / 0;0;0;3;0;2023-24
Kaba;LEC;22;5.61;5.52;0;0;0 / 0;0;0;2;1;2023-24
De Sciglio;JUV;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2023-24
Haas;EMP;1;0.6;0.55;0;0;0 / 0;0;0;1;0;2023-24
Mazzocchi;NAP;26;5.54;0.55;0;0;0 / 0;0;2;4;1;2023-24
Beto;UDI;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2023-24
Svilar;ROM;15;0.66;0.55;0;19;0 / 0;1;0;1;0;2023-24
Solbakken;ROM;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2023-24
Missori;SAS;6;0.55;0.55;0;0;0 / 0;0;0;0;0;2023-24
Amatucci;FIO;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2023-24
Borrelli;FRO;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2023-24
Infantino;FIO;3;5.67;0.55;0;0;0 / 0;0;0;1;0;2023-24
Wieteska;CAG;15;5.57;0.55;0;0;0 / 0;0;1;2;1;2023-24
Ebosele;UDI;30;5.57;5.47;0;0;0 / 0;0;0;4;1;2023-24
Akpa Akpro;MON;14;5.64;5.46;0;0;0 / 0;0;0;5;0;2023-24
Pezzella Giu.;EMP;17;5.56;5.44;0;0;0 / 0;0;0;4;0;2023-24
Amione;VER;8;5.56;5.44;0;0;0 / 0;0;0;2;0;2023-24
Szczesny;JUV;35;6.21;5.43;0;30;0 / 0;1;0;1;0;2023-24
Coulibaly L.;SAL;27;0.55;5.43;0;0;0 / 0;0;0;5;0;2023-24
Obert;CAG;14;5.46;5.43;0;0;0 / 0;0;0;1;0;2023-24
Venuti;LEC;6;0.55;5.42;0;0;0 / 0;0;0;1;0;2023-24
Legowski;SAL;24;5.48;5.42;0;0;0 / 0;0;0;3;0;2023-24
Touba;LEC;6;0.55;5.42;0;0;0 / 0;0;0;1;0;2023-24
Skorupski;BOL;32;6.25;5.41;0;29;0 / 0;1;0;2;0;2023-24
Terracciano;FIO;33;6.42;5.41;0;35;0 / 0;1;0;3;0;2023-24
Carnesecchi;ATA;27;6.28;5.39;0;30;0 / 0;2;0;0;0;2023-24
Basic;SAL;14;5.57;5.39;0;0;0 / 0;0;0;5;0;2023-24
Puscas;GEN;4;5.38;5.38;0;0;0 / 0;0;0;0;0;2023-24
Hatzidiakos;CAG;13;5.42;5.38;0;0;0 / 0;0;0;1;0;2023-24
Mandas;LAZ;8;6.12;5.38;0;6;0 / 0;0;0;0;0;2023-24
Vina;SAS;15;5.47;5.37;0;0;0 / 0;0;3;1;0;2023-24
Pasalidis;SAL;7;0.55;5.36;0;0;0 / 0;0;0;3;0;2023-24
Pellegrino;SAL;10;0.54;5.35;0;0;0 / 0;0;0;1;0;2023-24
Milinkovic-Savic V.;TOR;36;6.17;5.28;0;31;0 / 0;0;0;2;0;2023-24
Leali;GEN;2;0.65;5.25;0;2;0 / 0;0;0;1;0;2023-24
Audero;INT;4;0.6;5.25;0;3;0 / 0;0;0;0;0;2023-24
Thiaw;MIL;20;5.52;5.25;0;0;0 / 0;0;0;5;1;2023-24
Caprile;EMP;23;6.28;5.24;0;27;0 / 0;1;0;0;0;2023-24
Daniliuc;SAL;11;5.27;5.18;0;0;0 / 0;0;0;2;0;2023-24
Provedel;LAZ;30;6.22;5.12;0;33;0 / 0;0;0;0;0;2023-24
Bourabia;FRO;5;0.52;0.51;0;0;0 / 0;0;0;1;0;2023-24
Botheim;SAL;5;0.52;0.51;0;0;0 / 0;0;0;1;0;2023-24
Gyomber;SAL;22;5.39;5.09;0;0;0 / 0;0;0;9;0;2023-24
Tressoldi;SAS;22;5.25;5.09;0;0;0 / 0;0;0;5;1;2023-24
Meret;NAP;31;6.13;5.03;0;40;0 / 0;2;0;0;0;2023-24
Perilli;VER;1;0.7;0.5;0;2;0 / 0;0;0;0;0;2023-24
Aresti;CAG;1;0.6;0.5;0;1;0 / 0;0;0;0;0;2023-24
Musso;ATA;11;6.09;0.5;0;12;0 / 0;0;0;0;0;2023-24
Jagiello;GEN;1;0.5;0.5;0;0;0 / 0;0;0;0;0;2023-24
Okoye;UDI;21;6.24;0.5;0;25;0 / 0;0;0;2;0;2023-24
Montipo';VER;37;6.31;4.99;0;49;0 / 0;0;0;0;0;2023-24
Martinez Jo.;GEN;36;6.12;4.96;0;43;0 / 0;1;0;2;1;2023-24
Gollini;NAP;7;6.07;4.93;0;8;0 / 0;0;0;0;0;2023-24
Maignan;MIL;29;6.12;4.93;0;34;0 / 0;0;1;1;1;2023-24
Kumbulla;SAS;6;5.33;4.92;0;0;0 / 0;0;0;1;0;2023-24
Falcone;LEC;38;6.24;4.89;0;54;0 / 0;1;0;0;0;2023-24
Matturro;GEN;3;0.55;4.83;0;0;0 / 0;0;0;0;0;2023-24
Mateus Lusuardi;FRO;3;0.5;4.83;0;0;0 / 0;0;0;1;0;2023-24
Rui Patricio;ROM;23;0.6;4.8;0;27;0 / 0;0;0;1;0;2023-24
Mirante;MIL;2;6.25;4.75;0;3;0 / 0;0;0;0;0;2023-24
Berisha;EMP;14;6.14;4.57;0;25;0 / 0;1;0;0;0;2023-24
Sportiello;MIL;7;6.07;0.45;0;11;0 / 0;0;0;0;0;2023-24
Donati;MON;1;0.5;0.45;0;0;0 / 0;0;0;1;0;2023-24
Martinelli T.;FIO;1;0.65;0.45;0;2;0 / 0;0;0;0;0;2023-24
Nava;MIL;1;0.55;0.45;0;1;0 / 0;0;0;0;0;2023-24
Jimenez A.;MIL;1;0.5;0.45;0;0;0 / 0;0;0;1;0;2023-24
Turati;FRO;31;6.19;4.42;0;58;0 / 0;1;0;0;0;2023-24
Scuffet;CAG;31;6.1;4.27;0;55;0 / 0;0;0;3;0;2023-24
Consigli;SAS;35;6.13;4.26;0;68;0 / 0;1;0;1;0;2023-24
Silvestri;UDI;17;5.88;4.24;0;28;0 / 0;0;0;0;0;2023-24
Cerofolini;FRO;8;5.88;4.19;0;11;0 / 0;0;0;1;0;2023-24
Ochoa;SAL;21;6.26;4.17;0;44;0 / 0;0;0;0;0;2023-24
Radunovic;CAG;7;5.71;0.4;0;12;0 / 0;0;0;0;0;2023-24
Mancosu;CAG;3;0.5;0.4;0;0;0 / 1;0;0;0;0;2023-24
Nonge;JUV;1;0.45;0.4;0;0;0 / 0;0;0;1;0;2023-24
Costil;SAL;13;6.19;3.96;0;29;0 / 0;0;0;0;0;2023-24
Sorrentino A.;MON;7;6.07;3.79;0;16;0 / 0;0;0;0;0;2023-24
Fiorillo;SAL;4;5.88;3.75;0;8;0 / 0;0;0;1;0;2023-24
Cragno;SAS;3;0.6;3.67;0;7;0 / 0;0;0;0;0;2023-24
Christensen O.;FIO;4;0.55;3.25;0;9;0 / 0;0;0;0;0;2023-24
Perisan;EMP;1;0.5;0.3;0;2;0 / 0;0;0;0;0;2023-24
Gemello;TOR;2;0.5;0.25;0;5;0 / 0;0;0;0;0;2023-24
D'Alessandro;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Lasagna;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Dermaku;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Tonelli;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Sepe;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Lamanna;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Sommariva;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Bonucci;JUV;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Verdi;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Capradossi;CAG;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Correa;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Pegolo;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Padelli;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Benassi;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Pajac;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Ceccherini;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Aramu;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Rog;CAG;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Deulofeu;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Melegoni;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Latte Lath;ATA;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Coulibaly M.;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Gosens;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Coda M.;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Valoti;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Crociata;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Rossi F.;ATA;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Rogerio;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Origi;MIL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Matic;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Barrow;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Bettella;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Gunter;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Frattali;FRO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Ibanez;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Demiral;ATA;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Brancolini;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Schouten;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Esposito Se.;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Bleve;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Berardi A.;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Henderson L.;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Lozano;NAP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Amrabat;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Soumaoro;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Singo;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Ballo-Toure';MIL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Ake' M.;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Boer;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Maehle;ATA;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Kokorin;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Braaf;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Antov;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Amey;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Raimondo;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Kallon;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
