player;team;appearances;average_rating;fantasy_average;goals;goals_conceded;penalties;penalties_saved;assists;yellow_cards;red_cards;season
Hysaj;LAZ;30;0.59;5.98;1;0;0 / 0;0;1;3;0;2022-23
Ndombele';NAP;21;5.93;5.98;1;0;0 / 0;0;0;5;0;2022-23
Tomori;MIL;33;5.97;5.98;1;0;0 / 0;0;0;5;0;2022-23
Djuric;VER;24;5.9;5.98;1;0;0 / 0;0;0;3;0;2022-23
BUONAIUTO;CRE;23;5.89;5.98;1;0;1 / 1;0;0;3;0;2022-23
Dodo';FIO;33;5.88;5.98;1;0;0 / 0;0;3;3;1;2022-23
Toloi;ATA;32;5.91;5.97;2;0;0 / 0;0;0;8;0;2022-23
Cuadrado;JUV;30;0.59;5.97;1;0;0 / 0;0;3;6;1;2022-23
Locatelli;JUV;31;6.03;5.97;0;0;0 / 0;0;2;8;0;2022-23
Sottil;FIO;16;5.88;5.97;0;0;0 / 0;0;2;1;0;2022-23
Schouten;BOL;31;6.02;5.97;0;0;0 / 0;0;2;3;0;2022-23
Zortea;SAS;15;5.87;5.97;1;0;0 / 0;0;1;5;0;2022-23
ARSLAN;UDI;30;5.92;5.97;1;0;0 / 0;0;0;3;0;2022-23
De Silvestri;BOL;12;5.92;5.96;1;0;0 / 0;0;0;1;0;2022-23
Bourabia;SPE;37;5.86;5.96;1;0;0 / 0;0;2;3;0;2022-23
ASCACIBAR;CRE;13;0.6;5.96;0;0;0 / 0;0;0;1;0;2022-23
Miretti;JUV;25;0.59;5.96;0;0;0 / 0;0;2;2;0;2022-23
Bastoni;INT;29;5.93;5.95;0;0;0 / 0;0;2;3;0;2022-23
Traore' Hj.;SAS;11;5.73;5.95;0;0;0 / 0;0;3;1;0;2022-23
Demiral;ATA;22;5.93;5.95;1;0;0 / 0;0;0;5;0;2022-23
Mari';MON;29;5.91;5.95;1;0;0 / 0;0;0;4;0;2022-23
Scalvini;ATA;32;5.88;5.95;2;0;0 / 0;0;0;7;0;2022-23
Ebosele;UDI;10;5.95;5.95;0;0;0 / 0;0;1;4;0;2022-23
Donati;MON;8;5.81;5.94;1;0;0 / 0;0;0;2;1;2022-23
Djidji;TOR;32;5.89;5.94;1;0;0 / 0;0;0;3;0;2022-23
RECA;SPE;29;5.91;5.93;1;0;0 / 0;0;0;5;0;2022-23
McKennie;JUV;15;5.67;5.93;1;0;0 / 0;0;1;0;0;2022-23
Gaich;VER;15;5.73;5.93;2;0;0 / 0;0;0;2;0;2022-23
Bonucci;JUV;12;5.96;5.92;1;0;0 / 1;0;0;1;0;2022-23
Ceccherini;VER;20;0.59;5.92;2;0;0 / 0;0;0;9;1;2022-23
Haas;EMP;24;5.83;5.92;1;0;0 / 0;0;0;2;0;2022-23
Walace;UDI;37;5.97;5.92;0;0;0 / 0;0;1;6;0;2022-23
Brekalo;FIO;6;0.6;5.92;0;0;0 / 0;0;0;1;0;2022-23
Zeegelaar;UDI;6;5.67;5.92;1;0;0 / 0;0;0;1;1;2022-23
Crnigoj;SAL;6;0.6;5.92;0;0;0 / 0;0;0;1;0;2022-23
Galdames;CRE;13;5.65;5.92;1;0;0 / 0;0;1;2;0;2022-23
Cipot;SPE;6;5.92;5.92;0;0;0 / 0;0;0;0;0;2022-23
Cataldi;LAZ;28;5.96;5.91;0;0;0 / 0;0;1;5;0;2022-23
Barak;FIO;28;5.77;5.91;2;0;0 / 0;0;0;4;0;2022-23
Shomurodov;SPE;16;5.69;5.91;1;0;0 / 0;0;1;2;0;2022-23
Perez N.;UDI;34;5.93;5.91;2;0;0 / 0;0;0;7;1;2022-23
Kiwior;SPE;17;0.6;5.91;0;0;0 / 0;0;0;3;0;2022-23
Grassi;EMP;20;5.98;0.59;0;0;0 / 0;0;0;3;0;2022-23
Cristante;ROM;36;0.6;5.9;1;0;0 / 1;0;1;7;1;2022-23
BARBERIS;MON;5;0.57;0.59;0;0;0 / 0;0;1;0;0;2022-23
Marchizza;SAS;5;0.6;0.59;0;0;0 / 0;0;0;1;0;2022-23
Lochoshvili;CRE;24;5.81;5.9;1;0;0 / 0;0;1;4;0;2022-23
D'Ambrosio;INT;14;5.89;5.89;0;0;0 / 0;0;2;2;1;2022-23
MEDEL;BOL;23;5.96;5.89;0;0;0 / 0;0;1;5;0;2022-23
Depaoli;VER;33;5.8;5.89;2;0;0 / 0;0;1;8;0;2022-23
Bandinelli;EMP;35;5.86;5.89;2;0;0 / 0;0;0;10;0;2022-23
Lammers;SAM;31;5.65;5.89;2;0;0 / 0;0;2;1;0;2022-23
CASTAGNETTI;CRE;23;5.89;5.89;0;0;0 / 0;0;1;2;0;2022-23
Hateboer;ATA;17;5.85;5.88;1;0;0 / 0;0;1;7;0;2022-23
Origi;MIL;21;5.57;5.88;2;0;0 / 0;0;1;1;0;2022-23
Vasquez;CRE;24;5.9;5.88;1;0;0 / 0;0;0;7;0;2022-23
Zima;TOR;8;5.88;5.88;0;0;0 / 0;0;0;0;0;2022-23
Aebischer;BOL;25;5.84;5.88;1;0;0 / 0;0;0;4;0;2022-23
Helgason;LEC;8;5.88;5.88;0;0;0 / 0;0;0;0;0;2022-23
Listkowski;LEC;4;5.88;5.88;0;0;0 / 0;0;0;0;0;2022-23
Duncan;FIO;19;5.79;5.87;1;0;0 / 0;0;0;3;0;2022-23
Ferrari G.;SAS;27;5.83;5.87;1;0;0 / 0;0;0;5;0;2022-23
Ampadu;SPE;31;0.6;5.87;0;0;0 / 0;0;1;8;1;2022-23
Gonzalez J.;LEC;34;5.93;5.87;1;0;0 / 0;0;1;8;0;2022-23
Machin;MON;21;5.86;5.86;0;0;0 / 0;0;2;4;0;2022-23
Pezzella Giu.;LEC;14;5.86;5.86;0;0;0 / 0;0;1;2;0;2022-23
Esposito Sa.;SPE;14;5.79;5.86;1;0;0 / 0;0;0;3;1;2022-23
Bellanova;INT;11;5.86;5.86;0;0;0 / 0;0;0;0;0;2022-23
Pirola;SAL;25;0.57;5.86;2;0;0 / 0;0;0;4;0;2022-23
Kovalenko;SPE;14;5.89;5.86;0;0;0 / 0;0;0;1;0;2022-23
Hien;VER;32;0.6;5.86;0;0;0 / 0;0;0;9;0;2022-23
De Sciglio;JUV;17;5.85;5.85;0;0;0 / 0;0;0;0;0;2022-23
Marusic;LAZ;33;5.94;5.85;0;0;0 / 0;0;2;8;1;2022-23
Zaniolo;ROM;13;5.77;5.85;1;0;0 / 0;0;0;4;0;2022-23
Akpa Akpro;EMP;23;5.89;5.85;1;0;0 / 0;0;1;6;2;2022-23
Ruggeri;ATA;10;0.59;5.85;0;0;0 / 0;0;1;3;0;2022-23
Blin;LEC;34;5.88;5.85;1;0;0 / 0;0;0;8;0;2022-23
Djimsiti;ATA;22;5.86;5.84;0;0;0 / 0;0;1;3;0;2022-23
Amrabat;FIO;28;0.6;5.84;0;0;0 / 0;0;1;11;0;2022-23
Ismajli;EMP;25;5.98;5.84;0;0;0 / 0;0;0;3;0;2022-23
SALA;SPE;3;5.83;5.83;0;0;0 / 0;0;0;1;0;2022-23
Linetty;TOR;29;5.84;5.83;1;0;0 / 0;0;0;8;0;2022-23
Umtiti;LEC;24;0.6;5.83;0;0;0 / 0;0;0;8;0;2022-23
Soumaoro;BOL;23;5.93;5.83;0;0;0 / 0;0;0;3;1;2022-23
Strelec;SPE;6;5.83;5.83;0;0;0 / 0;0;0;0;0;2022-23
Gila;LAZ;3;5.83;5.83;0;0;0 / 0;0;0;0;0;2022-23
Voelkerling Persson;LEC;3;5.83;5.83;0;0;0 / 0;0;0;0;0;2022-23
Sambia;SAL;15;0.58;5.83;0;0;0 / 0;0;1;3;0;2022-23
Fazzini;EMP;15;5.93;5.83;0;0;0 / 0;0;0;4;0;2022-23
Malagrida;SAM;3;0.6;5.83;0;0;0 / 0;0;0;2;0;2022-23
Palomino;ATA;14;5.89;5.82;1;0;0 / 0;0;0;4;0;2022-23
Ibanez;ROM;33;5.77;5.82;3;0;0 / 0;0;0;9;1;2022-23
Ederson D.s.;ATA;34;5.76;5.82;1;0;0 / 0;0;1;4;0;2022-23
Gendrey;LEC;36;5.85;5.82;0;0;0 / 0;0;1;4;0;2022-23
Ceide;SAS;13;5.73;5.81;0;0;0 / 0;0;1;0;0;2022-23
Krunic;MIL;22;5.93;5.8;0;0;0 / 0;0;1;8;0;2022-23
Gravillon;TOR;5;0.6;0.58;0;0;0 / 0;0;0;2;0;2022-23
Dawidowicz;VER;22;5.8;5.8;1;0;0 / 0;0;1;6;1;2022-23
AGUDELO;SPE;33;5.85;5.8;0;0;0 / 0;0;1;5;0;2022-23
Tameze;VER;37;5.84;5.8;0;0;0 / 0;0;0;3;0;2022-23
Bistrovic;LEC;10;0.58;0.58;0;0;0 / 0;0;0;0;0;2022-23
Kjaer;MIL;14;5.93;5.79;0;0;0 / 0;0;0;4;0;2022-23
Meite';CRE;31;5.84;5.79;0;0;0 / 0;0;1;5;0;2022-23
Obiang;SAS;14;5.86;5.79;0;0;0 / 0;0;0;2;0;2022-23
Soppy;ATA;12;5.67;5.79;0;0;0 / 0;0;3;3;0;2022-23
Bohinen;SAL;19;5.79;5.79;0;0;0 / 0;0;0;0;0;2022-23
Winks;SAM;20;5.82;5.78;0;0;0 / 0;0;0;2;0;2022-23
Walukiewicz;EMP;9;5.78;5.78;0;0;0 / 0;0;0;0;0;2022-23
Kalulu;MIL;32;5.75;5.78;1;0;0 / 0;0;0;4;0;2022-23
CHIRICHES;CRE;15;5.97;5.77;0;0;0 / 0;0;0;2;0;2022-23
Nicolussi Caviglia;SAL;11;5.59;5.77;1;0;0 / 0;0;0;2;0;2022-23
Henderson L.;EMP;24;5.92;5.77;0;0;0 / 0;0;1;9;0;2022-23
Lopez M.;SAS;30;5.95;5.77;0;0;0 / 0;0;0;11;0;2022-23
Stojanovic;EMP;24;5.79;5.77;0;0;0 / 0;0;1;3;0;2022-23
De Ketelaere;MIL;28;5.77;5.77;0;0;0 / 0;0;1;2;0;2022-23
Lazzari;LAZ;27;5.98;5.76;0;0;0 / 0;0;0;8;0;2022-23
Lucumi';BOL;33;5.91;5.76;0;0;0 / 0;0;1;8;0;2022-23
D'Alessandro;MON;6;5.92;5.75;0;0;0 / 0;0;0;2;0;2022-23
Florenzi;MIL;4;5.88;5.75;0;0;0 / 0;0;0;1;0;2022-23
Fazio;SAL;12;5.62;5.75;1;0;0 / 0;0;0;1;1;2022-23
Venuti;FIO;16;5.81;5.75;0;0;0 / 0;0;0;2;0;2022-23
Zakaria;JUV;2;5.75;5.75;0;0;0 / 0;0;0;0;0;2022-23
COLLEY;SAM;16;5.72;5.75;1;0;0 / 0;0;0;5;0;2022-23
Bradaric;SAL;30;5.73;5.75;0;0;0 / 0;0;3;5;0;2022-23
Vranckx;MIL;6;5.83;5.75;0;0;0 / 0;0;0;1;0;2022-23
Birindelli;MON;30;5.82;5.75;0;0;0 / 0;0;2;8;0;2022-23
Adli;MIL;4;5.88;5.75;0;0;0 / 0;0;0;1;0;2022-23
Quagliata;CRE;16;5.75;5.75;0;0;0 / 0;0;1;0;1;2022-23
Bondo;MON;2;0.6;5.75;0;0;0 / 0;0;0;1;0;2022-23
Thiaw;MIL;18;5.89;5.75;0;0;0 / 0;0;0;5;0;2022-23
Paoletti;SAM;8;5.81;5.75;0;0;0 / 0;0;0;1;0;2022-23
Lasagna;VER;25;5.62;5.74;1;0;0 / 0;0;1;2;0;2022-23
Paredes;JUV;21;5.76;5.74;1;0;0 / 0;0;0;6;1;2022-23
Gunter;SAM;23;5.67;5.74;1;0;0 / 0;0;1;5;0;2022-23
Rogerio;SAS;35;5.74;5.73;0;0;0 / 0;0;3;5;1;2022-23
Asllani;INT;15;0.58;5.73;0;0;0 / 0;0;0;2;0;2022-23
Sabiri;SAM;18;5.69;5.72;2;0;1 / 2;0;0;5;0;2022-23
Karsdorp;ROM;12;5.71;5.71;0;0;0 / 0;0;0;0;0;2022-23
Gyasi;SPE;35;5.69;5.71;2;0;0 / 0;0;0;10;0;2022-23
Tahirovic;ROM;7;5.79;5.71;0;0;0 / 0;0;0;1;0;2022-23
BIANCHETTI;CRE;25;5.68;0.57;1;0;0 / 0;0;0;5;0;2022-23
Erlic;SAS;27;5.81;5.7;0;0;0 / 0;0;0;2;0;2022-23
Cancellieri;LAZ;5;0.57;0.57;0;0;0 / 0;0;0;4;0;2022-23
Aiwu;CRE;22;5.77;5.7;0;0;0 / 0;0;0;3;0;2022-23
Ilkhan;SAM;5;0.58;0.57;0;0;0 / 0;0;0;1;0;2022-23
Camara Ma.;ROM;10;5.85;0.57;0;0;0 / 0;0;0;3;0;2022-23
NUYTINCK;SAM;24;5.75;5.69;0;0;0 / 0;0;1;5;0;2022-23
Hristov;SPE;8;5.69;5.69;0;0;0 / 0;0;0;0;0;2022-23
NIKOLAOU;SPE;34;5.75;5.69;1;0;0 / 0;0;0;8;1;2022-23
Gallo;LEC;31;5.87;5.69;0;0;0 / 0;0;1;3;1;2022-23
Gytkjaer;MON;16;5.69;5.69;1;0;0 / 1;0;0;0;0;2022-23
Sulemana I.;VER;13;5.85;5.69;0;0;0 / 0;0;0;4;0;2022-23
EKDAL;SPE;30;5.78;5.68;0;0;0 / 0;0;0;4;1;2022-23
Djuricic;SAM;32;5.53;5.67;3;0;0 / 0;0;0;9;0;2022-23
Pellegrini Lu.;LAZ;3;0.6;5.67;0;0;0 / 0;0;0;3;0;2022-23
Duda;VER;15;0.58;5.67;0;0;0 / 0;0;0;4;0;2022-23
FERRER;SPE;3;5.67;5.67;0;0;0 / 0;0;0;0;0;2022-23
Gatti;JUV;16;5.78;5.66;0;0;0 / 0;0;0;4;0;2022-23
Pjaca;EMP;13;5.69;5.65;0;0;0 / 0;0;0;1;0;2022-23
Cacace;EMP;10;0.57;5.65;0;0;0 / 0;0;0;1;0;2022-23
Belotti;ROM;22;5.68;5.64;0;0;0 / 1;0;2;0;0;2022-23
ZANIMACCHIA;CRE;14;5.71;5.64;0;0;0 / 0;0;0;2;0;2022-23
Okoli;ATA;14;5.75;5.64;0;0;0 / 0;0;0;3;0;2022-23
Valencia D.;SAL;7;5.71;5.64;0;0;0 / 0;0;0;1;0;2022-23
Pickel;CRE;33;5.7;5.64;1;0;0 / 0;0;0;8;1;2022-23
Igor;FIO;26;5.83;5.63;0;0;0 / 0;0;0;8;1;2022-23
Toljan;SAS;31;5.65;5.63;0;0;0 / 0;0;1;3;0;2022-23
ASKILDSEN;LEC;15;5.73;5.63;0;0;0 / 0;0;0;3;0;2022-23
Benassi;CRE;17;5.65;5.62;0;0;0 / 0;0;0;1;0;2022-23
Skriniar;INT;21;5.83;5.62;0;0;0 / 0;0;0;3;1;2022-23
Bonifazi;BOL;12;5.71;5.62;0;0;0 / 0;0;0;2;0;2022-23
Thauvin;UDI;12;5.67;5.62;0;0;0 / 0;0;0;1;0;2022-23
Maleh;LEC;21;5.67;5.62;0;0;0 / 0;0;1;5;0;2022-23
De Winter;EMP;13;5.73;5.62;0;0;0 / 0;0;0;3;0;2022-23
Bereszynski;NAP;18;5.61;5.61;0;0;0 / 0;0;1;2;0;2022-23
Magnani;VER;24;5.83;5.6;0;0;0 / 0;0;1;7;1;2022-23
Ebosse;UDI;15;0.57;0.56;0;0;0 / 0;0;0;3;0;2022-23
Ellertsson;SPE;5;0.57;0.56;0;0;0 / 0;0;0;3;0;2022-23
Amione;SAM;27;5.65;5.59;1;0;0 / 0;0;1;9;1;2022-23
Coppola D.;VER;16;5.75;5.59;0;0;0 / 0;0;0;5;0;2022-23
Celik;ROM;21;5.69;5.57;0;0;0 / 0;0;1;5;1;2022-23
Dest;MIL;7;5.57;5.57;0;0;0 / 0;0;0;0;0;2022-23
Daniliuc;SAL;27;5.76;5.57;0;0;0 / 0;0;0;10;0;2022-23
Meret;NAP;34;6.18;5.56;0;24;0 / 0;1;0;0;0;2022-23
Valoti;MON;8;5.56;5.56;0;0;0 / 0;0;0;1;0;2022-23
LERIS;SAM;32;5.64;5.56;1;0;0 / 0;0;1;13;0;2022-23
MIGUEL VELOSO;VER;21;5.79;5.55;0;0;0 / 0;0;0;6;0;2022-23
RINCON;SAM;34;5.62;5.54;0;0;0 / 0;0;2;7;1;2022-23
Alex Sandro;JUV;23;5.63;5.54;0;0;0 / 0;0;1;4;1;2022-23
Gagliardini;INT;14;5.68;5.54;0;0;0 / 0;0;0;3;1;2022-23
Maggiore;SAL;15;0.56;5.53;0;0;0 / 0;0;0;2;0;2022-23
Ferrari A.;CRE;27;5.63;5.52;0;0;0 / 0;0;0;6;0;2022-23
CONTI;SAM;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
Romagnoli S.;LEC;4;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
MARRONE;MON;2;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
Dermaku;LEC;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
Tonelli;EMP;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
MURRU;SAM;17;5.59;0.55;0;0;0 / 0;0;0;3;0;2022-23
Cerofolini;FIO;5;0.61;0.55;0;3;0 / 0;0;0;0;0;2022-23
RIBERY;SAL;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
BAKAYOKO;MIL;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
Retsos;VER;2;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
Vieira;TOR;15;0.56;0.55;0;0;0 / 0;0;0;3;0;2022-23
Zurkowski;SPE;10;5.45;0.55;0;0;0 / 0;0;1;1;0;2022-23
Cuisance;SAM;11;5.55;0.55;0;0;0 / 0;0;0;1;0;2022-23
Demme;NAP;2;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
Villar;SAM;14;5.57;0.55;0;0;0 / 0;0;0;2;0;2022-23
Lovato;SAL;15;5.57;0.55;0;0;0 / 0;0;0;2;0;2022-23
Kristoffersen;SAL;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
Vina;ROM;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
DE LUCA;SAM;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
Zerbin;NAP;5;0.56;0.55;0;0;0 / 0;0;0;1;0;2022-23
Abankwah;UDI;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
Cabal;VER;9;5.67;0.55;0;0;0 / 0;0;0;3;0;2022-23
Hendry;CRE;3;5.67;0.55;0;0;0 / 0;0;0;1;0;2022-23
Montevago;SAM;5;0.56;0.55;0;0;0 / 0;0;0;1;0;2022-23
Abildgaard;VER;9;5.61;0.55;0;0;0 / 0;0;0;2;0;2022-23
Gineitis;TOR;2;0.6;0.55;0;0;0 / 0;0;0;2;0;2022-23
Barrenechea;JUV;3;0.55;0.55;0;0;0 / 0;0;0;0;0;2022-23
Verre;SAM;15;0.56;5.47;0;0;0 / 0;0;0;5;0;2022-23
Provedel;LAZ;38;6.28;5.47;0;30;0 / 0;0;0;1;0;2022-23
Wisniewski;SPE;11;5.68;5.45;1;0;0 / 0;0;0;3;0;2022-23
Escalante;CRE;9;5.56;5.44;0;0;0 / 0;0;0;0;1;2022-23
Ayhan;SAS;8;0.55;5.44;0;0;0 / 0;0;0;1;0;2022-23
Hongla;VER;8;5.69;5.44;0;0;0 / 0;0;0;4;0;2022-23
Oikonomou;SAM;6;5.67;5.42;0;0;0 / 0;0;0;3;0;2022-23
Kumbulla;ROM;6;5.67;5.42;0;0;0 / 0;0;0;1;1;2022-23
AMIAN;SPE;30;5.53;5.42;0;0;0 / 0;0;0;5;1;2022-23
AFENA-GYAN;CRE;20;0.55;5.42;0;0;0 / 0;0;0;4;0;2022-23
Molina S.;MON;5;0.55;0.54;0;0;0 / 0;0;0;1;0;2022-23
Hrustic;VER;5;0.54;0.54;0;0;0 / 0;0;0;0;0;2022-23
Gabbia;MIL;9;0.55;5.39;0;0;0 / 0;0;0;2;0;2022-23
Pussetto;SAM;4;0.55;5.38;0;0;0 / 0;0;0;1;0;2022-23
Maignan;MIL;22;6.18;5.36;0;21;0 / 0;1;0;0;0;2022-23
Bronn;SAL;21;0.55;5.36;0;0;0 / 0;0;0;4;1;2022-23
RADOVANOVIC;SAL;10;0.55;5.35;0;0;0 / 0;0;0;1;1;2022-23
Marlon;MON;24;5.6;5.33;0;0;0 / 0;0;0;7;1;2022-23
Braaf;VER;6;5.42;5.33;0;0;0 / 0;0;0;1;0;2022-23
Antov;MON;6;0.55;5.33;0;0;0 / 0;0;0;2;0;2022-23
Gollini;NAP;7;6.14;5.29;0;6;0 / 0;0;0;0;0;2022-23
MURILLO;SAM;16;5.56;5.25;0;0;0 / 0;0;0;4;1;2022-23
Barbieri;JUV;2;5.25;5.25;0;0;0 / 0;0;0;0;0;2022-23
Vicario;EMP;31;6.45;5.24;0;39;0 / 0;1;0;3;0;2022-23
CALDARA;SPE;16;5.53;5.22;0;0;0 / 0;0;0;6;0;2022-23
Sosa;BOL;9;5.33;5.22;0;0;0 / 0;0;0;2;0;2022-23
ZOET;SPE;5;0.61;0.52;0;4;0 / 0;0;0;1;0;2022-23
Szczesny;JUV;28;6.11;5.18;0;26;0 / 0;0;0;0;0;2022-23
Carboni A.;MON;3;5.17;5.17;0;0;0 / 0;0;0;0;0;2022-23
Sepe;SAL;17;6.29;5.15;0;27;0 / 0;3;0;3;0;2022-23
YEPES;SAM;4;5.38;5.12;0;0;0 / 0;0;0;2;0;2022-23
Rui Patricio;ROM;35;6.01;5.09;0;35;0 / 0;1;0;1;0;2022-23
Falcone;LEC;38;6.22;5.07;0;46;0 / 0;1;0;2;0;2022-23
Tressoldi;SAS;21;5.48;5.05;0;0;0 / 0;0;0;9;3;2022-23
Onana;INT;24;6.12;5.02;0;24;0 / 0;0;0;1;0;2022-23
RANOCCHIA;MON;1;0.5;0.5;0;0;0 / 0;0;0;0;0;2022-23
Perisan;EMP;7;6.29;0.5;0;9;0 / 0;0;0;0;0;2022-23
ROMAGNA;SAS;1;0.5;0.5;0;0;0 / 0;0;0;0;0;2022-23
Cetin;LEC;1;0.5;0.5;0;0;0 / 0;0;0;0;0;2022-23
Bayeye;TOR;1;0.5;0.5;0;0;0 / 0;0;0;0;0;2022-23
Silvestri;UDI;38;6.24;4.97;0;48;0 / 0;0;0;0;0;2022-23
Di Gregorio;MON;37;6.27;4.97;0;49;0 / 0;0;1;0;0;2022-23
Skorupski;BOL;37;6.16;4.95;0;49;0 / 0;2;0;4;0;2022-23
Audero;SAM;25;6.34;4.92;0;39;0 / 0;2;0;1;0;2022-23
HANDANOVIC;INT;14;6.18;4.89;0;18;0 / 0;0;0;0;0;2022-23
Milinkovic-Savic V.;TOR;38;6.03;4.89;0;41;0 / 0;0;0;4;0;2022-23
Svilar;ROM;3;0.6;4.83;0;3;0 / 0;0;0;1;0;2022-23
Ochoa;SAL;20;6.35;4.82;0;33;0 / 0;1;0;1;0;2022-23
Musso;ATA;23;6.04;4.76;0;27;0 / 0;0;0;1;0;2022-23
SARR M.;CRE;2;6.25;4.75;0;3;0 / 0;0;0;0;0;2022-23
DRAGOWSKI;SPE;34;6.24;4.75;0;54;0 / 0;1;1;1;0;2022-23
Terracciano;FIO;29;5.97;4.74;0;38;0 / 0;1;0;1;0;2022-23
Montipo';VER;37;6.23;4.7;0;59;0 / 0;1;0;1;0;2022-23
Sportiello;ATA;15;6.07;4.67;0;21;0 / 0;0;0;0;0;2022-23
Carnesecchi;CRE;27;6.37;4.65;0;47;0 / 0;0;1;1;0;2022-23
TATARUSANU;MIL;16;5.88;0.45;0;22;0 / 0;0;0;0;0;2022-23
Ujkani;EMP;1;0.55;0.45;0;1;0 / 0;0;0;0;0;2022-23
Pegolo;SAS;2;0.6;0.45;0;3;0 / 0;0;0;0;0;2022-23
Consigli;SAS;35;6.03;4.46;0;55;0 / 0;0;0;0;0;2022-23
RADU I.;CRE;9;6.11;0.4;0;19;0 / 0;0;0;0;0;2022-23
Fiorillo;SAL;1;0.6;0.4;0;2;0 / 0;0;0;0;0;2022-23
Turk;SAM;4;6.25;0.4;0;9;0 / 0;0;0;0;0;2022-23
RAVAGLIA;SAM;9;6.22;3.67;0;23;0 / 0;0;0;0;0;2022-23
Marchetti;SPE;1;0.55;0.35;0;2;0 / 0;0;0;0;0;2022-23
ZOVKO;SPE;1;0.55;0.35;0;2;0 / 0;0;0;0;0;2022-23
Luis Maximiano;LAZ;1;0.4;0.3;0;0;0 / 0;0;0;0;1;2022-23
Cragno;MON;1;0.55;0.25;0;3;0 / 0;0;0;0;0;2022-23
RUSSO A.;SAS;1;0.5;0.2;0;3;0 / 0;0;0;0;0;2022-23
Mirante;MIL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Mbaye;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Diawara;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Gagliolo;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
CAPEZZI;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Ilicic;ATA;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Lamanna;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Zaza;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Berisha;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
RADU;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Paletta;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Capradossi;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Padelli;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Fares;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Pereira P.;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Freuler;ATA;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
EDERA;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Sampirisi;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Pinsoglio;JUV;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Mazzitelli;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Veseli;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Satalino;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Scamacca;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Coulibaly M.;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Ounas;NAP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Jaroszynski;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Veretout;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Crociata;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Rossi F.;ATA;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Leverbe;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Nastasic;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Sanchez;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Ravaglia F.;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Bettella;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Valzania;CRE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Calabresi;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Dijks;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
